Run #,Times 0,Times 1,Times 2,Times 3,Times 4,Times 5,Times 6,Times 7,Times 8,Times 9,Times 10,Times 11,Times 12,Times 13,Times 14,Times 15,Times 16,Times 17,Times 18,Times 19,Percent 0,Percent 1,Percent 2,Percent 3,Percent 4,Percent 5,Percent 6,Percent 7,Percent 8,Percent 9,Percent 10,Percent 11,Percent 12,Percent 13,Percent 14,Percent 15,Percent 16,Percent 17,Percent 18,Percent 19
441,524,513,492,542,509,514,483,485,529,498,536,453,521,491,481,479,486,502,443,519,5.24,5.13,4.92,5.42,5.09,5.14,4.83,4.85,5.29,4.98,5.36,4.53,5.21,4.91,4.81,4.79,4.86,5.02,4.43,5.19
442,486,509,483,488,544,477,514,499,485,493,519,486,523,506,501,516,491,518,478,484,4.86,5.09,4.83,4.88,5.44,4.77,5.14,4.99,4.85,4.93,5.19,4.86,5.23,5.06,5.01,5.16,4.91,5.18,4.78,4.84
443,515,521,509,499,514,488,517,511,518,495,448,484,503,534,495,492,499,467,487,504,5.15,5.21,5.09,4.99,5.14,4.88,5.17,5.11,5.18,4.95,4.48,4.84,5.03,5.34,4.95,4.92,4.99,4.67,4.87,5.04
444,551,495,476,485,504,474,493,503,471,489,504,479,518,513,517,523,461,528,519,497,5.51,4.95,4.76,4.85,5.04,4.74,4.93,5.03,4.71,4.89,5.04,4.79,5.18,5.13,5.17,5.23,4.61,5.28,5.19,4.97
445,529,538,534,475,484,488,521,554,445,504,496,509,515,499,487,470,457,514,475,506,5.29,5.38,5.34,4.75,4.84,4.88,5.21,5.54,4.45,5.04,4.96,5.09,5.15,4.99,4.87,4.7,4.57,5.14,4.75,5.06
446,509,495,496,482,529,500,488,536,495,508,504,470,496,537,513,483,513,478,481,487,5.09,4.95,4.96,4.82,5.29,5.0,4.88,5.36,4.95,5.08,5.04,4.7,4.96,5.37,5.13,4.83,5.13,4.78,4.81,4.87
447,492,488,510,541,518,481,501,461,489,521,494,517,460,514,467,518,493,490,513,532,4.92,4.88,5.1,5.41,5.18,4.81,5.01,4.61,4.89,5.21,4.94,5.17,4.6,5.14,4.67,5.18,4.93,4.9,5.13,5.32
448,468,465,481,488,521,482,476,537,507,467,480,520,527,538,492,516,502,533,526,474,4.68,4.65,4.81,4.88,5.21,4.82,4.76,5.37,5.07,4.67,4.8,5.2,5.27,5.38,4.92,5.16,5.02,5.33,5.26,4.74
449,491,533,478,497,486,496,528,530,499,485,523,489,497,501,474,508,498,495,499,493,4.91,5.33,4.78,4.97,4.86,4.96,5.28,5.3,4.99,4.85,5.23,4.89,4.97,5.01,4.74,5.08,4.98,4.95,4.99,4.93
450,497,460,507,495,514,534,506,518,503,504,523,514,514,515,490,497,478,458,466,507,4.97,4.6,5.07,4.95,5.14,5.34,5.06,5.18,5.03,5.04,5.23,5.14,5.14,5.15,4.9,4.97,4.78,4.58,4.66,5.07
451,495,479,503,490,479,513,535,513,503,499,475,480,493,517,528,493,498,535,471,501,4.95,4.79,5.03,4.9,4.79,5.13,5.35,5.13,5.03,4.99,4.75,4.8,4.93,5.17,5.28,4.93,4.98,5.35,4.71,5.01
452,478,512,474,520,511,495,540,516,462,488,524,476,487,449,476,489,528,523,523,529,4.78,5.12,4.74,5.2,5.11,4.95,5.4,5.16,4.62,4.88,5.24,4.76,4.87,4.49,4.76,4.89,5.28,5.23,5.23,5.29
453,521,509,541,458,507,450,469,483,511,500,500,450,501,484,507,518,480,565,510,536,5.21,5.09,5.41,4.58,5.07,4.5,4.69,4.83,5.11,5.0,5.0,4.5,5.01,4.84,5.07,5.18,4.8,5.65,5.1,5.36
454,519,479,508,501,545,547,503,486,487,456,501,511,494,456,512,512,492,509,491,491,5.19,4.79,5.08,5.01,5.45,5.47,5.03,4.86,4.87,4.56,5.01,5.11,4.94,4.56,5.12,5.12,4.92,5.09,4.91,4.91
482,470,470,498,494,520,522,468,483,488,527,508,531,521,502,477,491,517,534,497,4.82,4.7,4.7,4.98,4.94,5.2,5.22,4.68,4.83,4.88,5.27,5.08,5.31,5.21,5.02,4.77,4.91,5.17,5.34,4.97
503,501,523,475,460,529,478,514,507,508,507,549,488,512,491,469,470,470,505,541,5.03,5.01,5.23,4.75,4.6,5.29,4.78,5.14,5.07,5.08,5.07,5.49,4.88,5.12,4.91,4.69,4.7,4.7,5.05,5.41
466,508,497,550,495,501,501,510,493,515,503,517,512,479,481,479,498,491,502,502,4.66,5.08,4.97,5.5,4.95,5.01,5.01,5.1,4.93,5.15,5.03,5.17,5.12,4.79,4.81,4.79,4.98,4.91,5.02,5.02
497,549,506,498,467,498,455,491,517,490,517,478,494,519,499,498,495,499,503,530,4.97,5.49,5.06,4.98,4.67,4.98,4.55,4.91,5.17,4.9,5.17,4.78,4.94,5.19,4.99,4.98,4.95,4.99,5.03,5.3
476,477,440,521,524,521,510,520,504,491,481,471,492,479,552,529,469,557,494,492,4.76,4.77,4.4,5.21,5.24,5.21,5.1,5.2,5.04,4.91,4.81,4.71,4.92,4.79,5.52,5.29,4.69,5.57,4.94,4.92
524,505,504,472,476,467,469,492,479,551,537,477,507,531,508,501,471,499,507,523,5.24,5.05,5.04,4.72,4.76,4.67,4.69,4.92,4.79,5.51,5.37,4.77,5.07,5.31,5.08,5.01,4.71,4.99,5.07,5.23
529,514,491,477,511,513,494,535,487,549,476,481,472,495,490,495,483,504,505,499,5.29,5.14,4.91,4.77,5.11,5.13,4.94,5.35,4.87,5.49,4.76,4.81,4.72,4.95,4.9,4.95,4.83,5.04,5.05,4.99
491,488,504,524,486,536,466,462,476,511,508,488,494,495,477,543,493,514,521,523,4.91,4.88,5.04,5.24,4.86,5.36,4.66,4.62,4.76,5.11,5.08,4.88,4.94,4.95,4.77,5.43,4.93,5.14,5.21,5.23
535,484,484,523,490,500,475,535,494,486,525,524,489,459,511,489,493,527,496,481,5.35,4.84,4.84,5.23,4.9,5.0,4.75,5.35,4.94,4.86,5.25,5.24,4.89,4.59,5.11,4.89,4.93,5.27,4.96,4.81
494,487,482,574,488,524,500,514,504,504,482,528,534,488,483,488,440,476,520,490,4.94,4.87,4.82,5.74,4.88,5.24,5.0,5.14,5.04,5.04,4.82,5.28,5.34,4.88,4.83,4.88,4.4,4.76,5.2,4.9
529,495,526,485,518,481,479,489,497,494,498,537,471,462,496,504,539,504,473,523,5.29,4.95,5.26,4.85,5.18,4.81,4.79,4.89,4.97,4.94,4.98,5.37,4.71,4.62,4.96,5.04,5.39,5.04,4.73,5.23
516,483,515,517,497,517,503,515,524,448,474,447,467,486,551,510,523,520,461,526,5.16,4.83,5.15,5.17,4.97,5.17,5.03,5.15,5.24,4.48,4.74,4.47,4.67,4.86,5.51,5.1,5.23,5.2,4.61,5.26
478,520,496,471,517,507,505,495,472,476,535,516,517,510,495,491,470,501,536,492,4.78,5.2,4.96,4.71,5.17,5.07,5.05,4.95,4.72,4.76,5.35,5.16,5.17,5.1,4.95,4.91,4.7,5.01,5.36,4.92
507,523,508,501,501,495,504,514,455,496,503,490,495,526,482,496,492,494,500,518,5.07,5.23,5.08,5.01,5.01,4.95,5.04,5.14,4.55,4.96,5.03,4.9,4.95,5.26,4.82,4.96,4.92,4.94,5.0,5.18
470,472,488,504,519,527,550,531,459,509,515,502,485,501,491,488,484,481,525,499,4.7,4.72,4.88,5.04,5.19,5.27,5.5,5.31,4.59,5.09,5.15,5.02,4.85,5.01,4.91,4.88,4.84,4.81,5.25,4.99
501,494,541,518,497,518,522,483,484,501,472,501,507,510,488,515,496,487,503,462,5.01,4.94,5.41,5.18,4.97,5.18,5.22,4.83,4.84,5.01,4.72,5.01,5.07,5.1,4.88,5.15,4.96,4.87,5.03,4.62
506,463,478,533,504,504,540,483,527,536,496,492,490,521,520,483,522,464,475,463,5.06,4.63,4.78,5.33,5.04,5.04,5.4,4.83,5.27,5.36,4.96,4.92,4.9,5.21,5.2,4.83,5.22,4.64,4.75,4.63
483,499,480,452,513,458,525,528,491,541,518,488,524,480,495,533,488,529,494,481,4.83,4.99,4.8,4.52,5.13,4.58,5.25,5.28,4.91,5.41,5.18,4.88,5.24,4.8,4.95,5.33,4.88,5.29,4.94,4.81
538,520,495,491,482,476,495,523,533,499,485,491,543,532,496,481,460,489,477,494,5.38,5.2,4.95,4.91,4.82,4.76,4.95,5.23,5.33,4.99,4.85,4.91,5.43,5.32,4.96,4.81,4.6,4.89,4.77,4.94
503,512,520,479,484,523,485,490,547,440,488,477,540,489,513,467,516,511,508,508,5.03,5.12,5.2,4.79,4.84,5.23,4.85,4.9,5.47,4.4,4.88,4.77,5.4,4.89,5.13,4.67,5.16,5.11,5.08,5.08
529,497,475,482,487,495,517,516,507,519,482,516,518,512,476,488,501,482,507,494,5.29,4.97,4.75,4.82,4.87,4.95,5.17,5.16,5.07,5.19,4.82,5.16,5.18,5.12,4.76,4.88,5.01,4.82,5.07,4.94
464,530,531,495,490,501,473,467,517,495,485,516,494,512,495,510,517,493,501,514,4.64,5.3,5.31,4.95,4.9,5.01,4.73,4.67,5.17,4.95,4.85,5.16,4.94,5.12,4.95,5.1,5.17,4.93,5.01,5.14
504,467,490,498,485,483,514,497,545,464,533,480,540,507,495,522,468,544,489,475,5.04,4.67,4.9,4.98,4.85,4.83,5.14,4.97,5.45,4.64,5.33,4.8,5.4,5.07,4.95,5.22,4.68,5.44,4.89,4.75
513,517,500,489,535,465,491,514,465,490,480,504,511,500,514,504,464,502,520,522,5.13,5.17,5.0,4.89,5.35,4.65,4.91,5.14,4.65,4.9,4.8,5.04,5.11,5.0,5.14,5.04,4.64,5.02,5.2,5.22
495,476,521,509,509,506,498,516,518,492,500,499,504,481,498,471,516,529,493,469,4.95,4.76,5.21,5.09,5.09,5.06,4.98,5.16,5.18,4.92,5.0,4.99,5.04,4.81,4.98,4.71,5.16,5.29,4.93,4.69
480,496,522,548,472,505,490,505,494,469,542,505,491,484,525,485,507,504,493,483,4.8,4.96,5.22,5.48,4.72,5.05,4.9,5.05,4.94,4.69,5.42,5.05,4.91,4.84,5.25,4.85,5.07,5.04,4.93,4.83
491,497,493,493,526,490,505,518,502,517,512,492,510,471,496,501,509,516,486,475,4.91,4.97,4.93,4.93,5.26,4.9,5.05,5.18,5.02,5.17,5.12,4.92,5.1,4.71,4.96,5.01,5.09,5.16,4.86,4.75
507,485,504,511,493,497,521,489,492,565,496,503,479,487,487,503,475,471,526,509,5.07,4.85,5.04,5.11,4.93,4.97,5.21,4.89,4.92,5.65,4.96,5.03,4.79,4.87,4.87,5.03,4.75,4.71,5.26,5.09
492,491,531,489,520,437,511,477,526,512,501,491,528,513,468,515,493,496,485,524,4.92,4.91,5.31,4.89,5.2,4.37,5.11,4.77,5.26,5.12,5.01,4.91,5.28,5.13,4.68,5.15,4.93,4.96,4.85,5.24
480,515,519,517,511,508,510,528,451,514,520,468,484,496,530,461,484,493,525,486,4.8,5.15,5.19,5.17,5.11,5.08,5.1,5.28,4.51,5.14,5.2,4.68,4.84,4.96,5.3,4.61,4.84,4.93,5.25,4.86
497,527,511,498,499,496,525,498,497,514,489,486,540,498,453,483,511,491,485,502,4.97,5.27,5.11,4.98,4.99,4.96,5.25,4.98,4.97,5.14,4.89,4.86,5.4,4.98,4.53,4.83,5.11,4.91,4.85,5.02
476,519,509,484,498,506,467,502,507,499,496,480,473,488,483,494,530,524,533,532,4.76,5.19,5.09,4.84,4.98,5.06,4.67,5.02,5.07,4.99,4.96,4.8,4.73,4.88,4.83,4.94,5.3,5.24,5.33,5.32
474,502,544,480,501,503,508,502,520,490,487,491,536,456,463,523,508,487,458,567,4.74,5.02,5.44,4.8,5.01,5.03,5.08,5.02,5.2,4.9,4.87,4.91,5.36,4.56,4.63,5.23,5.08,4.87,4.58,5.67
485,522,526,505,475,502,505,497,482,493,515,478,487,498,502,512,516,530,517,453,4.85,5.22,5.26,5.05,4.75,5.02,5.05,4.97,4.82,4.93,5.15,4.78,4.87,4.98,5.02,5.12,5.16,5.3,5.17,4.53
496,526,519,478,525,493,486,515,487,546,475,491,510,525,489,494,429,504,485,527,4.96,5.26,5.19,4.78,5.25,4.93,4.86,5.15,4.87,5.46,4.75,4.91,5.1,5.25,4.89,4.94,4.29,5.04,4.85,5.27
504,515,465,499,508,467,507,486,464,468,507,493,489,530,503,546,539,490,505,515,5.04,5.15,4.65,4.99,5.08,4.67,5.07,4.86,4.64,4.68,5.07,4.93,4.89,5.3,5.03,5.46,5.39,4.9,5.05,5.15
521,527,494,518,506,483,517,503,530,492,457,525,501,471,487,511,495,444,498,520,5.21,5.27,4.94,5.18,5.06,4.83,5.17,5.03,5.3,4.92,4.57,5.25,5.01,4.71,4.87,5.11,4.95,4.44,4.98,5.2
507,520,469,506,499,508,512,470,457,480,488,516,530,516,494,482,511,536,529,470,5.07,5.2,4.69,5.06,4.99,5.08,5.12,4.7,4.57,4.8,4.88,5.16,5.3,5.16,4.94,4.82,5.11,5.36,5.29,4.7
507,500,509,502,502,525,507,497,508,490,489,459,531,510,497,469,516,508,480,494,5.07,5.0,5.09,5.02,5.02,5.25,5.07,4.97,5.08,4.9,4.89,4.59,5.31,5.1,4.97,4.69,5.16,5.08,4.8,4.94
484,501,493,506,504,501,535,482,512,505,460,495,499,493,517,498,464,518,539,494,4.84,5.01,4.93,5.06,5.04,5.01,5.35,4.82,5.12,5.05,4.6,4.95,4.99,4.93,5.17,4.98,4.64,5.18,5.39,4.94
494,527,542,476,564,521,516,497,436,445,524,497,495,445,492,528,510,503,506,482,4.94,5.27,5.42,4.76,5.64,5.21,5.16,4.97,4.36,4.45,5.24,4.97,4.95,4.45,4.92,5.28,5.1,5.03,5.06,4.82
526,450,526,526,498,466,520,486,507,489,489,461,524,509,487,484,519,505,513,515,5.26,4.5,5.26,5.26,4.98,4.66,5.2,4.86,5.07,4.89,4.89,4.61,5.24,5.09,4.87,4.84,5.19,5.05,5.13,5.15
518,526,502,491,529,500,482,459,510,483,508,506,479,497,521,482,507,478,475,547,5.18,5.26,5.02,4.91,5.29,5.0,4.82,4.59,5.1,4.83,5.08,5.06,4.79,4.97,5.21,4.82,5.07,4.78,4.75,5.47
496,548,494,504,516,502,516,461,472,501,501,480,489,505,497,515,507,454,549,493,4.96,5.48,4.94,5.04,5.16,5.02,5.16,4.61,4.72,5.01,5.01,4.8,4.89,5.05,4.97,5.15,5.07,4.54,5.49,4.93
503,528,521,543,490,487,483,495,471,508,510,499,495,514,476,472,488,533,496,488,5.03,5.28,5.21,5.43,4.9,4.87,4.83,4.95,4.71,5.08,5.1,4.99,4.95,5.14,4.76,4.72,4.88,5.33,4.96,4.88
480,505,520,489,517,512,513,507,514,513,480,478,486,528,457,457,508,537,506,493,4.8,5.05,5.2,4.89,5.17,5.12,5.13,5.07,5.14,5.13,4.8,4.78,4.86,5.28,4.57,4.57,5.08,5.37,5.06,4.93
472,507,511,498,500,510,465,530,490,478,520,523,516,490,504,550,468,471,515,482,4.72,5.07,5.11,4.98,5.0,5.1,4.65,5.3,4.9,4.78,5.2,5.23,5.16,4.9,5.04,5.5,4.68,4.71,5.15,4.82
509,486,494,510,513,505,504,496,482,498,467,480,509,528,515,472,537,485,505,505,5.09,4.86,4.94,5.1,5.13,5.05,5.04,4.96,4.82,4.98,4.67,4.8,5.09,5.28,5.15,4.72,5.37,4.85,5.05,5.05
468,455,504,521,540,467,519,461,513,517,512,545,496,529,489,508,481,493,477,505,4.68,4.55,5.04,5.21,5.4,4.67,5.19,4.61,5.13,5.17,5.12,5.45,4.96,5.29,4.89,5.08,4.81,4.93,4.77,5.05
477,504,540,479,511,490,481,535,473,508,497,547,477,464,479,515,509,498,513,503,4.77,5.04,5.4,4.79,5.11,4.9,4.81,5.35,4.73,5.08,4.97,5.47,4.77,4.64,4.79,5.15,5.09,4.98,5.13,5.03
467,513,475,497,502,511,490,472,484,495,510,499,511,533,482,514,519,505,498,523,4.67,5.13,4.75,4.97,5.02,5.11,4.9,4.72,4.84,4.95,5.1,4.99,5.11,5.33,4.82,5.14,5.19,5.05,4.98,5.23
490,516,524,494,504,509,497,485,489,462,541,530,491,486,487,505,467,489,504,530,4.9,5.16,5.24,4.94,5.04,5.09,4.97,4.85,4.89,4.62,5.41,5.3,4.91,4.86,4.87,5.05,4.67,4.89,5.04,5.3
499,526,518,482,482,477,495,516,489,529,502,536,494,499,509,491,487,469,496,504,4.99,5.26,5.18,4.82,4.82,4.77,4.95,5.16,4.89,5.29,5.02,5.36,4.94,4.99,5.09,4.91,4.87,4.69,4.96,5.04
514,492,504,498,466,489,507,504,474,487,488,489,482,490,520,507,513,510,527,539,5.14,4.92,5.04,4.98,4.66,4.89,5.07,5.04,4.74,4.87,4.88,4.89,4.82,4.9,5.2,5.07,5.13,5.1,5.27,5.39
493,552,511,508,519,480,500,476,502,496,525,504,496,459,499,477,513,507,505,478,4.93,5.52,5.11,5.08,5.19,4.8,5.0,4.76,5.02,4.96,5.25,5.04,4.96,4.59,4.99,4.77,5.13,5.07,5.05,4.78
494,508,498,496,511,499,539,504,473,510,502,479,501,451,500,469,549,528,484,505,4.94,5.08,4.98,4.96,5.11,4.99,5.39,5.04,4.73,5.1,5.02,4.79,5.01,4.51,5.0,4.69,5.49,5.28,4.84,5.05
503,510,578,502,495,474,505,515,520,542,489,471,476,480,474,503,505,493,508,457,5.03,5.1,5.78,5.02,4.95,4.74,5.05,5.15,5.2,5.42,4.89,4.71,4.76,4.8,4.74,5.03,5.05,4.93,5.08,4.57
495,481,519,487,492,469,485,479,507,509,500,564,500,498,521,461,522,527,488,496,4.95,4.81,5.19,4.87,4.92,4.69,4.85,4.79,5.07,5.09,5.0,5.64,5.0,4.98,5.21,4.61,5.22,5.27,4.88,4.96
520,479,540,513,506,526,507,514,496,489,478,490,536,489,510,499,494,481,471,462,5.2,4.79,5.4,5.13,5.06,5.26,5.07,5.14,4.96,4.89,4.78,4.9,5.36,4.89,5.1,4.99,4.94,4.81,4.71,4.62
488,488,499,495,480,522,483,519,515,477,505,490,517,492,505,505,510,517,483,510,4.88,4.88,4.99,4.95,4.8,5.22,4.83,5.19,5.15,4.77,5.05,4.9,5.17,4.92,5.05,5.05,5.1,5.17,4.83,5.1
496,485,514,483,487,531,539,508,526,476,483,518,515,509,463,487,491,497,481,511,4.96,4.85,5.14,4.83,4.87,5.31,5.39,5.08,5.26,4.76,4.83,5.18,5.15,5.09,4.63,4.87,4.91,4.97,4.81,5.11
529,490,525,515,517,520,481,540,474,514,467,511,467,486,477,528,480,496,484,499,5.29,4.9,5.25,5.15,5.17,5.2,4.81,5.4,4.74,5.14,4.67,5.11,4.67,4.86,4.77,5.28,4.8,4.96,4.84,4.99
477,510,508,486,512,507,472,509,511,456,486,524,496,505,497,502,504,497,521,520,4.77,5.1,5.08,4.86,5.12,5.07,4.72,5.09,5.11,4.56,4.86,5.24,4.96,5.05,4.97,5.02,5.04,4.97,5.21,5.2
496,488,458,498,502,496,483,537,529,528,487,508,499,477,525,469,510,523,501,486,4.96,4.88,4.58,4.98,5.02,4.96,4.83,5.37,5.29,5.28,4.87,5.08,4.99,4.77,5.25,4.69,5.1,5.23,5.01,4.86
498,524,495,500,493,536,456,490,468,519,502,482,504,508,530,524,500,500,489,482,4.98,5.24,4.95,5.0,4.93,5.36,4.56,4.9,4.68,5.19,5.02,4.82,5.04,5.08,5.3,5.24,5.0,5.0,4.89,4.82
487,480,528,525,477,515,535,485,518,480,515,461,487,469,502,472,500,501,531,532,4.87,4.8,5.28,5.25,4.77,5.15,5.35,4.85,5.18,4.8,5.15,4.61,4.87,4.69,5.02,4.72,5.0,5.01,5.31,5.32
526,554,480,480,499,533,466,464,556,501,487,515,472,497,513,455,485,548,482,487,5.26,5.54,4.8,4.8,4.99,5.33,4.66,4.64,5.56,5.01,4.87,5.15,4.72,4.97,5.13,4.55,4.85,5.48,4.82,4.87
515,478,499,448,535,489,484,530,488,500,508,508,519,489,485,512,509,514,469,521,5.15,4.78,4.99,4.48,5.35,4.89,4.84,5.3,4.88,5.0,5.08,5.08,5.19,4.89,4.85,5.12,5.09,5.14,4.69,5.21
505,480,503,480,485,515,515,482,531,497,530,517,486,497,512,482,494,489,505,495,5.05,4.8,5.03,4.8,4.85,5.15,5.15,4.82,5.31,4.97,5.3,5.17,4.86,4.97,5.12,4.82,4.94,4.89,5.05,4.95
497,526,502,502,502,474,516,488,480,550,477,467,488,532,519,481,495,494,530,480,4.97,5.26,5.02,5.02,5.02,4.74,5.16,4.88,4.8,5.5,4.77,4.67,4.88,5.32,5.19,4.81,4.95,4.94,5.3,4.8
503,498,514,528,515,508,488,518,462,466,498,491,501,515,508,495,474,516,500,502,5.03,4.98,5.14,5.28,5.15,5.08,4.88,5.18,4.62,4.66,4.98,4.91,5.01,5.15,5.08,4.95,4.74,5.16,5.0,5.02
479,564,513,496,520,479,488,463,494,511,535,535,524,488,481,492,492,496,470,480,4.79,5.64,5.13,4.96,5.2,4.79,4.88,4.63,4.94,5.11,5.35,5.35,5.24,4.88,4.81,4.92,4.92,4.96,4.7,4.8
525,486,522,487,469,491,470,512,508,495,503,522,530,517,511,491,482,509,487,483,5.25,4.86,5.22,4.87,4.69,4.91,4.7,5.12,5.08,4.95,5.03,5.22,5.3,5.17,5.11,4.91,4.82,5.09,4.87,4.83
505,488,523,526,484,507,527,508,525,494,476,503,461,506,484,511,479,488,519,486,5.05,4.88,5.23,5.26,4.84,5.07,5.27,5.08,5.25,4.94,4.76,5.03,4.61,5.06,4.84,5.11,4.79,4.88,5.19,4.86
494,489,495,523,480,495,485,520,515,491,545,491,490,509,533,483,496,496,497,473,4.94,4.89,4.95,5.23,4.8,4.95,4.85,5.2,5.15,4.91,5.45,4.91,4.9,5.09,5.33,4.83,4.96,4.96,4.97,4.73
515,508,510,471,515,534,479,540,482,515,494,475,500,531,496,522,504,463,477,469,5.15,5.08,5.1,4.71,5.15,5.34,4.79,5.4,4.82,5.15,4.94,4.75,5.0,5.31,4.96,5.22,5.04,4.63,4.77,4.69
522,533,481,500,479,521,503,454,464,483,540,510,510,486,501,559,482,520,499,453,5.22,5.33,4.81,5.0,4.79,5.21,5.03,4.54,4.64,4.83,5.4,5.1,5.1,4.86,5.01,5.59,4.82,5.2,4.99,4.53
496,497,506,488,531,477,503,518,514,502,500,500,515,498,449,493,515,494,493,511,4.96,4.97,5.06,4.88,5.31,4.77,5.03,5.18,5.14,5.02,5.0,5.0,5.15,4.98,4.49,4.93,5.15,4.94,4.93,5.11
500,483,487,502,532,495,496,507,516,496,553,496,512,476,499,537,483,474,457,499,5.0,4.83,4.87,5.02,5.32,4.95,4.96,5.07,5.16,4.96,5.53,4.96,5.12,4.76,4.99,5.37,4.83,4.74,4.57,4.99
515,519,487,504,486,507,460,508,500,463,528,511,515,510,494,480,500,506,518,489,5.15,5.19,4.87,5.04,4.86,5.07,4.6,5.08,5.0,4.63,5.28,5.11,5.15,5.1,4.94,4.8,5.0,5.06,5.18,4.89
496,523,487,437,475,482,488,534,533,501,491,464,530,484,512,515,510,536,509,493,4.96,5.23,4.87,4.37,4.75,4.82,4.88,5.34,5.33,5.01,4.91,4.64,5.3,4.84,5.12,5.15,5.1,5.36,5.09,4.93
504,512,487,487,508,533,492,483,476,483,511,527,520,507,468,492,483,501,503,523,5.04,5.12,4.87,4.87,5.08,5.33,4.92,4.83,4.76,4.83,5.11,5.27,5.2,5.07,4.68,4.92,4.83,5.01,5.03,5.23
532,489,478,503,495,492,493,495,546,519,524,513,456,508,472,475,486,523,507,494,5.32,4.89,4.78,5.03,4.95,4.92,4.93,4.95,5.46,5.19,5.24,5.13,4.56,5.08,4.72,4.75,4.86,5.23,5.07,4.94
483,480,519,519,500,486,499,525,508,492,508,505,514,465,555,488,481,469,515,489,4.83,4.8,5.19,5.19,5.0,4.86,4.99,5.25,5.08,4.92,5.08,5.05,5.14,4.65,5.55,4.88,4.81,4.69,5.15,4.89
503,474,494,520,494,499,494,467,536,484,513,502,499,497,519,536,497,507,484,481,5.03,4.74,4.94,5.2,4.94,4.99,4.94,4.67,5.36,4.84,5.13,5.02,4.99,4.97,5.19,5.36,4.97,5.07,4.84,4.81
535,544,489,520,509,506,547,500,506,520,471,479,469,489,513,482,466,478,498,479,5.35,5.44,4.89,5.2,5.09,5.06,5.47,5.0,5.06,5.2,4.71,4.79,4.69,4.89,5.13,4.82,4.66,4.78,4.98,4.79
478,503,480,509,494,475,548,453,502,511,531,502,484,521,498,537,494,498,503,479,4.78,5.03,4.8,5.09,4.94,4.75,5.48,4.53,5.02,5.11,5.31,5.02,4.84,5.21,4.98,5.37,4.94,4.98,5.03,4.79
509,467,529,488,467,490,491,513,491,525,498,502,530,480,510,538,509,485,498,480,5.09,4.67,5.29,4.88,4.67,4.9,4.91,5.13,4.91,5.25,4.98,5.02,5.3,4.8,5.1,5.38,5.09,4.85,4.98,4.8
499,521,516,472,506,494,500,490,554,485,485,496,528,534,485,471,473,527,486,478,4.99,5.21,5.16,4.72,5.06,4.94,5.0,4.9,5.54,4.85,4.85,4.96,5.28,5.34,4.85,4.71,4.73,5.27,4.86,4.78
493,515,474,488,505,451,529,480,531,518,492,515,497,479,478,481,534,512,519,509,4.93,5.15,4.74,4.88,5.05,4.51,5.29,4.8,5.31,5.18,4.92,5.15,4.97,4.79,4.78,4.81,5.34,5.12,5.19,5.09
517,462,527,501,506,491,467,467,522,517,523,515,513,521,497,503,506,461,492,492,5.17,4.62,5.27,5.01,5.06,4.91,4.67,4.67,5.22,5.17,5.23,5.15,5.13,5.21,4.97,5.03,5.06,4.61,4.92,4.92
514,505,536,518,509,501,515,464,481,505,505,499,511,457,476,512,501,493,542,456,5.14,5.05,5.36,5.18,5.09,5.01,5.15,4.64,4.81,5.05,5.05,4.99,5.11,4.57,4.76,5.12,5.01,4.93,5.42,4.56
505,504,484,497,485,527,534,488,517,475,514,507,448,518,498,487,495,510,503,504,5.05,5.04,4.84,4.97,4.85,5.27,5.34,4.88,5.17,4.75,5.14,5.07,4.48,5.18,4.98,4.87,4.95,5.1,5.03,5.04
513,533,488,517,434,487,507,484,476,517,487,506,495,499,542,518,491,453,533,520,5.13,5.33,4.88,5.17,4.34,4.87,5.07,4.84,4.76,5.17,4.87,5.06,4.95,4.99,5.42,5.18,4.91,4.53,5.33,5.2
464,546,521,506,515,481,473,444,518,493,500,506,495,532,546,466,481,502,497,514,4.64,5.46,5.21,5.06,5.15,4.81,4.73,4.44,5.18,4.93,5.0,5.06,4.95,5.32,5.46,4.66,4.81,5.02,4.97,5.14
479,505,499,481,519,495,523,511,544,491,478,479,498,484,464,494,518,519,505,514,4.79,5.05,4.99,4.81,5.19,4.95,5.23,5.11,5.44,4.91,4.78,4.79,4.98,4.84,4.64,4.94,5.18,5.19,5.05,5.14
491,507,509,532,468,455,517,527,521,522,467,467,518,516,503,512,543,481,483,461,4.91,5.07,5.09,5.32,4.68,4.55,5.17,5.27,5.21,5.22,4.67,4.67,5.18,5.16,5.03,5.12,5.43,4.81,4.83,4.61
492,502,520,509,529,461,476,525,487,484,538,546,512,498,505,490,448,480,491,507,4.92,5.02,5.2,5.09,5.29,4.61,4.76,5.25,4.87,4.84,5.38,5.46,5.12,4.98,5.05,4.9,4.48,4.8,4.91,5.07
515,492,451,484,506,490,508,535,492,499,514,517,489,474,468,517,497,519,496,537,5.15,4.92,4.51,4.84,5.06,4.9,5.08,5.35,4.92,4.99,5.14,5.17,4.89,4.74,4.68,5.17,4.97,5.19,4.96,5.37
515,518,477,487,498,482,511,459,502,476,505,530,492,498,522,512,526,495,537,458,5.15,5.18,4.77,4.87,4.98,4.82,5.11,4.59,5.02,4.76,5.05,5.3,4.92,4.98,5.22,5.12,5.26,4.95,5.37,4.58
